date,depth,tempC,tds,station
11/16/2004,65,7.08,5018.13,96
11/16/2004,70,6.99,5010.31,96
11/16/2004,75,6.89,5010.31,96
11/16/2004,80,6.85,5018.13,96
11/16/2004,85,6.84,5018.13,96
11/16/2004,90,6.84,5018.13,96
11/16/2004,95,6.82,5018.13,96
11/16/2004,100,6.82,5025.94,96
11/22/2004,0,11.47,5111.86,93
11/22/2004,2,11.45,5143.10,93
11/22/2004,4,11.45,5135.29,93
11/22/2004,6,11.41,5150.91,93
11/22/2004,8,11.41,5143.10,93
11/22/2004,10,11.38,5143.10,93
11/22/2004,12,11.40,5135.29,93
11/22/2004,14,11.41,5135.29,93
11/22/2004,16,11.38,5135.29,93
11/22/2004,18,11.38,5135.29,93
11/22/2004,20,11.38,5135.29,93
11/22/2004,22,11.38,5135.29,93
11/22/2004,24,11.36,5143.10,93
11/22/2004,26,11.36,5143.10,93
11/22/2004,28,11.38,5135.29,93
11/22/2004,30,11.38,5135.29,93
11/22/2004,35,11.36,5143.10,93
11/22/2004,40,11.39,5135.29,93
11/22/2004,45,11.20,5135.29,93
11/22/2004,50,8.43,5010.31,93
11/22/2004,55,7.70,4994.69,93
1/5/2005,0,7.87,4986.88,96
1/5/2005,2,7.77,4986.88,96
1/5/2005,4,7.74,5002.50,96
1/5/2005,6,6.18,5252.46,96
1/5/2005,8,7.66,5018.13,96
1/5/2005,10,6.10,5299.32,96
1/5/2005,12,7.53,5033.75,96
1/5/2005,14,7.25,5088.42,96
1/5/2005,16,7.64,5010.31,96
1/5/2005,18,7.64,5018.13,96
1/5/2005,20,7.63,5025.94,96
1/5/2005,22,7.63,5010.31,96
1/5/2005,24,7.63,5018.13,96
1/5/2005,26,7.61,5025.94,96
1/5/2005,28,7.58,5033.75,96
1/5/2005,30,7.56,5033.75,96
1/5/2005,35,7.51,5041.56,96
1/5/2005,40,7.45,5049.37,96
1/5/2005,45,7.40,5057.18,96
1/5/2005,50,7.53,5041.56,96
1/5/2005,55,7.51,5041.56,96
1/5/2005,60,7.48,5049.37,96
1/5/2005,65,7.47,5049.37,96
1/5/2005,70,7.47,5049.37,96
1/5/2005,75,7.45,5057.18,96
1/5/2005,80,7.48,5057.18,96
1/5/2005,85,7.45,5057.18,96
1/5/2005,90,7.43,5064.99,96
1/5/2005,95,7.38,5064.99,96
1/5/2005,100,7.28,5080.61,96
1/26/2005,2,6.64,5408.68,93
1/26/2005,4,6.61,5408.68,93
1/26/2005,6,6.57,5416.49,93
1/26/2005,8,6.54,5408.68,93
1/26/2005,10,6.56,5408.68,93
1/26/2005,12,6.53,5416.49,93
1/26/2005,14,6.51,5416.49,93
1/26/2005,16,6.49,5416.49,93
1/26/2005,18,6.48,5416.49,93
1/26/2005,20,6.46,5424.30,93
1/26/2005,22,6.44,5424.30,93
1/26/2005,24,6.33,5447.73,93
1/26/2005,26,6.16,5471.16,93
1/26/2005,28,5.93,5518.03,93
1/26/2005,30,,6033.56,93
1/26/2005,35,6.33,5439.92,93
1/26/2005,40,6.30,5447.73,93
1/26/2005,45,6.21,5463.35,93
1/26/2005,50,5.98,5502.41,93
1/26/2005,55,5.21,5643.01,93
1/26/2005,57,5.11,5666.44,93
2/22/2005,0,6.64,5150.91,93
2/22/2005,2,6.54,5150.91,93
2/22/2005,4,6.43,5158.72,93
2/22/2005,6,6.35,5166.53,93
2/22/2005,8,6.30,5182.16,93
2/22/2005,10,6.30,5189.97,93
2/22/2005,12,6.30,5197.78,93
2/22/2005,14,6.26,5197.78,93
2/22/2005,16,6.05,5189.97,93
2/22/2005,18,6.08,5197.78,93
2/22/2005,20,6.25,5221.21,93
2/22/2005,22,6.31,5236.83,93
2/22/2005,24,6.35,5244.64,93
2/22/2005,26,6.36,5244.64,93
2/22/2005,28,6.36,5244.64,93
2/22/2005,30,6.36,5244.64,93
2/22/2005,35,6.33,5252.46,93
2/22/2005,40,6.31,5252.46,93
2/22/2005,45,6.23,5244.64,93
2/22/2005,50,6.26,5260.27,93
2/22/2005,55,6.25,5260.27,93
2/23/2005,0,6.84,5268.08,96
2/23/2005,2,6.76,5268.08,96
2/23/2005,4,6.64,5260.27,96
2/23/2005,6,6.54,5268.08,96
2/23/2005,8,6.53,5268.08,96
2/23/2005,10,6.51,5260.27,96
2/23/2005,12,6.50,5268.08,96
2/23/2005,14,6.50,5260.27,96
2/23/2005,16,6.49,5260.27,96
2/23/2005,18,6.46,5260.27,96
2/23/2005,20,6.46,5260.27,96
2/23/2005,22,6.45,5260.27,96
2/23/2005,24,6.41,5260.27,96
2/23/2005,26,6.43,5260.27,96
2/23/2005,28,6.41,5252.46,96
2/23/2005,30,6.41,5252.46,96
2/23/2005,35,6.41,5260.27,96
2/23/2005,40,6.40,5260.27,96
2/23/2005,45,6.40,5268.08,96
2/23/2005,50,6.40,5268.08,96
2/23/2005,55,6.40,5268.08,96
2/23/2005,60,6.39,5260.27,96
2/23/2005,65,6.38,5268.08,96
2/23/2005,70,6.38,5275.89,96
2/23/2005,75,6.38,5275.89,96
2/23/2005,80,6.38,5275.89,96
2/23/2005,85,6.38,5268.08,96
2/23/2005,90,6.36,5268.08,96
2/23/2005,95,6.35,5268.08,96
2/23/2005,100,6.36,5268.08,96
3/9/2005,0,10.20,5314.94,96
3/9/2005,2,8.63,5314.94,96
3/9/2005,4,8.20,5291.51,96
3/9/2005,6,7.82,5275.89,96
3/9/2005,8,7.46,5283.70,96
3/9/2005,10,7.18,5283.70,96
3/9/2005,12,7.05,5291.51,96
3/9/2005,14,6.94,5283.70,96
3/9/2005,16,6.90,5283.70,96
3/9/2005,18,6.89,5291.51,96
3/9/2005,20,6.85,5283.70,96
3/9/2005,22,6.84,5291.51,96
3/9/2005,24,6.79,5291.51,96
3/9/2005,26,6.77,5291.51,96
3/9/2005,28,6.72,5291.51,96
3/9/2005,30,6.72,5291.51,96
3/9/2005,35,6.62,5299.32,96
3/9/2005,40,6.58,5299.32,96
3/9/2005,45,6.53,5307.13,96
3/9/2005,50,6.53,5307.13,96
3/9/2005,55,6.50,5307.13,96
3/9/2005,60,6.48,5307.13,96
3/9/2005,65,6.46,5307.13,96
3/9/2005,70,6.45,5314.94,96
3/9/2005,75,6.41,5314.94,96
3/9/2005,80,6.41,5314.94,96
3/9/2005,85,6.38,5314.94,96
3/9/2005,90,6.36,5314.94,96
3/9/2005,95,6.35,5314.94,96
3/9/2005,100,6.31,5314.94,96
3/9/2005,104,6.28,5322.75,96
3/9/2005,0,9.97,5096.24,93
3/9/2005,2,9.30,5143.10,93
3/9/2005,4,8.48,5283.70,93
3/9/2005,6,8.10,5283.70,93
3/9/2005,8,7.35,5268.08,93
3/9/2005,10,6.84,5260.27,93
3/9/2005,12,6.62,5260.27,93
3/9/2005,14,6.46,5291.51,93
3/9/2005,16,5.77,5432.11,93
3/9/2005,18,5.92,5369.62,93
3/9/2005,20,6.28,5307.13,93
3/9/2005,22,6.34,5283.70,93
3/9/2005,24,6.34,5275.89,93
3/9/2005,26,6.36,5283.70,93
3/9/2005,28,6.30,5283.70,93
3/9/2005,30,6.26,5283.70,93
3/9/2005,35,6.23,5291.51,93
3/9/2005,40,6.23,5299.32,93
3/9/2005,45,6.22,5307.13,93
3/9/2005,50,6.17,5314.94,93
3/9/2005,55,6.18,5314.94,93
3/9/2005,56,6.20,5314.94,93
4/25/2005,0,10.00,5221.21,96
4/25/2005,2,9.82,5221.21,96
4/25/2005,4,9.69,5229.02,96
4/25/2005,6,9.62,5236.83,96
4/25/2005,8,9.61,5236.83,96
4/25/2005,10,9.56,5236.83,96
4/25/2005,12,9.54,5236.83,96
4/25/2005,14,9.48,5244.64,96
4/25/2005,16,9.33,5268.08,96
4/25/2005,18,9.07,5307.13,96
4/25/2005,20,8.64,5361.81,96
4/25/2005,22,8.00,5424.30,96
4/25/2005,24,6.57,5603.95,96
4/25/2005,26,,6478.78,96
4/25/2005,28,6.15,5611.76,96
4/25/2005,30,7.91,5244.64,96
4/25/2005,35,7.72,5244.64,96
4/25/2005,40,7.48,5244.64,96
4/25/2005,45,7.28,5275.89,96
4/25/2005,50,7.05,5291.51,96
4/25/2005,55,7.17,5244.64,96
4/25/2005,60,6.99,5236.83,96
4/25/2005,65,6.82,5244.64,96
4/25/2005,70,6.76,5244.64,96
4/25/2005,75,6.64,5244.64,96
4/25/2005,80,6.53,5244.64,96
4/25/2005,85,6.50,5244.64,96
4/25/2005,90,6.41,5244.64,96
4/25/2005,95,6.38,5252.46,96
4/25/2005,100,6.35,5252.46,96
4/25/2005,0,9.90,5150.91,93
4/25/2005,2,9.77,5158.72,93
4/25/2005,4,9.59,5158.72,93
4/25/2005,6,9.54,5158.72,93
4/25/2005,8,9.31,5158.72,93
4/25/2005,10,9.19,5174.35,93
4/25/2005,12,8.69,5252.46,93
4/25/2005,14,9.18,5166.53,93
4/25/2005,16,9.07,5174.35,93
4/25/2005,18,8.72,5221.21,93
4/25/2005,20,8.72,5197.78,93
4/25/2005,22,8.61,5213.40,93
4/25/2005,24,8.55,5213.40,93
4/25/2005,26,8.27,5268.08,93
4/25/2005,28,8.47,5236.83,93
4/25/2005,30,8.40,5252.46,93
4/25/2005,35,7.36,5346.19,93
4/25/2005,40,7.60,5244.64,93
4/25/2005,45,7.02,5244.64,93
4/25/2005,50,6.76,5252.46,93
4/25/2005,55,6.51,5252.46,93
5/25/2005,0,14.89,5307.13,96
5/25/2005,2,14.34,5307.13,96
5/25/2005,4,14.03,5299.32,96
5/25/2005,6,13.35,5299.32,96
5/25/2005,8,13.07,5291.51,96
5/25/2005,10,12.31,5275.89,96
5/25/2005,12,11.90,5291.51,96
5/25/2005,14,11.72,5291.51,96
5/25/2005,16,11.31,5283.70,96
5/25/2005,18,10.82,5283.70,96
5/25/2005,20,10.48,5283.70,96
5/25/2005,22,9.92,5275.89,96
5/25/2005,24,9.66,5283.70,96
5/25/2005,I,9.54,5283.70,96
5/25/2005,28,9.22,5291.51,96
5/25/2005,30,8.94,5291.51,96
5/25/2005,35,8.28,5299.32,96
5/25/2005,40,7.91,5307.13,96
5/25/2005,45,7.63,5307.13,96
5/25/2005,50,7.40,5307.13,96
5/25/2005,55,7.12,5314.94,96
5/25/2005,60,6.97,5314.94,96
5/25/2005,65,6.85,5314.94,96
5/25/2005,70,6.66,5314.94,96
5/25/2005,75,6.51,5322.75,96
5/25/2005,80,6.45,5314.94,96
5/25/2005,85,6.36,5322.75,96
5/25/2005,90,6.36,5322.75,96
5/25/2005,95,6.36,5322.75,96
5/25/2005,100,6.36,5322.75,96
5/25/2005,104,6.43,5314.94,96
5/26/2005,0,17.03,3885.53,93
5/26/2005,2,14.86,5010.31,93
5/26/2005,4,14.01,5057.18,93
5/26/2005,6,13.53,5127.48,93
5/26/2005,8,13.27,5111.86,93
5/26/2005,10,13.20,5127.48,93
5/26/2005,12,12.74,5158.72,93
5/26/2005,14,12.16,5197.78,93
5/26/2005,16,11.87,5229.02,93
5/26/2005,18,11.41,5252.46,93
5/26/2005,20,10.51,5283.70,93
5/26/2005,22,9.46,5291.51,93
5/26/2005,24,8.69,5299.32,93
5/26/2005,26,8.61,5299.32,93
5/26/2005,28,8.35,5299.32,93
5/26/2005,30,8.23,5307.13,93
5/26/2005,35,7.82,5299.32,93
5/26/2005,40,7.30,5307.13,93
5/26/2005,45,6.97,5307.13,93
5/26/2005,50,6.81,5307.13,93
5/26/2005,55,6.71,5314.94,93
5/26/2005,56,6.71,5314.94,93
6/14/2005,0.2,17.93,5346.00,96
6/14/2005,2,17.20,5299.00,96
6/14/2005,4,16.34,5299.00,96
6/14/2005,6,15.91,5307.00,96
6/14/2005,7.9,15.77,5307.00,96
6/14/2005,10.1,15.59,5299.00,96
6/14/2005,12,15.45,5315.00,96
6/14/2005,14,15.14,5307.00,96
6/14/2005,16,14.92,5299.00,96
6/14/2005,18,14.46,5299.00,96
6/14/2005,20,13.51,5299.00,96
6/14/2005,22,12.31,5307.00,96
6/14/2005,24,11.88,5307.00,96
6/14/2005,26,10.75,5307.00,96
6/14/2005,28,9.44,5307.00,96
6/14/2005,30,8.72,5315.00,96
6/14/2005,35,8.43,5323.00,96
6/14/2005,40,7.86,5323.00,96
6/14/2005,45,7.61,5331.00,96
6/14/2005,50,7.23,5331.00,96
6/14/2005,54.9,7.05,5338.00,96
6/14/2005,60,6.82,5331.00,96
6/14/2005,65,6.62,5338.00,96
6/14/2005,70,6.46,5338.00,96
6/14/2005,75,6.26,5370.00,96
6/14/2005,80,6.41,5338.00,96
6/14/2005,85,6.38,5346.00,96
6/14/2005,90,6.36,5346.00,96
6/14/2005,95,6.36,5346.00,96
6/14/2005,100,6.31,5362.00,96
6/14/2005,103,6.26,5370.00,96
6/14/2005,0.02,18.85,4596.00,93
6/14/2005,2,18.29,4620.00,93
6/14/2005,3.6,17.08,4838.00,93
6/14/2005,6,16.64,4924.00,93
6/14/2005,8,16.16,5065.00,93
6/14/2005,10,16.22,5167.00,93
6/14/2005,11.9,15.84,5159.00,93
6/14/2005,13.8,13.78,5198.00,93
6/14/2005,16,11.84,5276.00,93
6/14/2005,18,10.67,5299.00,93
6/14/2005,20,9.94,5315.00,93
6/14/2005,21.9,9.30,5331.00,93
6/14/2005,24.1,8.77,5377.00,93
6/14/2005,26,8.56,5370.00,93
6/14/2005,28,8.31,5370.00,93
6/14/2005,30,8.05,5331.00,93
6/14/2005,35.1,7.53,5370.00,93
6/14/2005,39.9,7.30,5370.00,93
6/14/2005,45,6.53,5409.00,93
6/14/2005,50.1,6.54,5370.00,93
6/14/2005,55.5,6.43,5377.00,93
6/14/2005,56.1,6.51,5362.00,93
5/26/2005,0.00,17.03,3885.53,93
5/26/2005,2.00,14.86,5010.31,93
5/26/2005,4.00,14.01,5057.18,93
5/26/2005,6.00,13.53,5127.48,93
5/26/2005,8.00,13.27,5111.86,93
5/26/2005,10.00,13.20,5127.48,93
5/26/2005,12.00,12.74,5158.72,93
5/26/2005,14.00,12.16,5197.78,93
5/26/2005,16.00,11.87,5229.02,93
5/26/2005,18.00,11.41,5252.46,93
5/26/2005,20.00,10.51,5283.70,93
5/26/2005,22.00,9.46,5291.51,93
5/26/2005,24.00,8.69,5299.32,93
5/26/2005,26.00,8.61,5299.32,93
5/26/2005,28.00,8.35,5299.32,93
5/26/2005,30.00,8.23,5307.13,93
5/26/2005,35.00,7.82,5299.32,93
5/26/2005,40.00,7.30,5307.13,93
5/26/2005,45.00,6.97,5307.13,93
5/26/2005,50.00,6.81,5307.13,93
5/26/2005,55.00,6.71,5314.94,93
5/26/2005,56.00,6.71,5314.94,93
9/28/2005,0.00,18.33,5416.49,96
9/28/2005,2.00,18.16,5416.49,96
9/28/2005,4.00,18.11,5400.86,96
9/28/2005,6.00,18.05,5408.68,96
9/28/2005,8.00,18.05,5416.49,96
9/28/2005,10.00,18.00,5400.86,96
9/28/2005,12.00,17.99,5416.49,96
9/28/2005,14.00,17.99,5408.68,96
9/28/2005,16.00,17.97,5393.05,96
9/28/2005,18.00,17.97,5393.05,96
9/28/2005,20.00,17.95,5416.49,96
9/28/2005,22.00,17.94,5400.86,96
9/28/2005,24.00,16.77,5393.05,96
9/28/2005,26.00,11.30,5307.13,96
9/28/2005,28.00,10.31,5314.94,96
9/28/2005,30.00,9.81,5314.94,96
9/28/2005,35.00,8.38,5322.75,96
9/28/2005,40.00,7.83,5330.57,96
9/28/2005,45.00,7.47,5346.19,96
9/28/2005,50.00,7.20,5346.19,96
9/28/2005,55.00,6.99,5346.19,96
9/28/2005,60.00,6.81,5346.19,96
9/28/2005,65.00,6.71,5346.19,96
9/28/2005,70.00,6.63,5346.19,96
9/28/2005,75.00,6.58,5346.19,96
9/28/2005,80.00,6.53,5346.19,96
9/28/2005,85.00,6.48,5354.00,96
9/28/2005,90.00,6.48,5354.00,96
9/28/2005,95.00,6.48,5354.00,96
9/28/2005,100.00,6.48,5354.00,96
9/28/2005,104.00,6.53,5346.19,96
9/28/2005,0.00,18.48,5361.81,93
9/28/2005,2.00,18.05,5361.81,93
9/28/2005,4.00,17.90,5361.81,93
9/28/2005,6.00,17.87,5354.00,93
9/28/2005,8.00,17.83,5361.81,93
9/28/2005,10.00,17.82,5354.00,93
9/28/2005,12.00,17.80,5354.00,93
9/28/2005,14.00,17.78,5354.00,93
9/28/2005,16.00,17.78,5354.00,93
9/28/2005,18.00,17.77,5361.81,93
9/28/2005,20.00,17.22,5369.62,93
9/28/2005,22.00,14.58,5424.30,93
9/28/2005,24.00,11.15,5330.57,93
9/28/2005,26.00,9.84,5330.57,93
9/28/2005,28.00,9.38,5322.75,93
9/28/2005,30.00,8.84,5322.75,93
9/28/2005,35.00,8.07,5330.57,93
9/28/2005,40.00,7.65,5338.38,93
9/28/2005,45.00,7.43,5338.38,93
9/28/2005,50.00,7.35,5338.38,93
9/28/2005,55.00,7.20,5346.19,93
9/28/2005,56.00,7.19,5346.19,93
10/18/2005,0.00,15.98,5385.24,96
10/18/2005,2.00,15.96,5393.05,96
10/18/2005,4.00,15.96,5393.05,96
10/18/2005,6.00,15.96,5393.05,96
10/18/2005,8.00,15.96,5400.86,96
10/18/2005,10.00,15.96,5393.05,96
10/18/2005,12.00,15.94,5400.86,96
10/18/2005,14.00,15.94,5400.86,96
10/18/2005,16.00,15.88,5408.68,96
10/18/2005,18.00,15.86,5408.68,96
10/18/2005,20.00,15.86,5408.68,96
10/18/2005,22.00,15.86,5408.68,96
10/18/2005,24.00,15.78,5408.68,96
10/18/2005,26.00,13.12,5330.57,96
10/18/2005,28.00,10.61,5299.32,96
10/18/2005,30.00,9.86,5314.94,96
10/18/2005,35.00,8.76,5314.94,96
10/18/2005,40.00,8.14,5330.57,96
10/18/2005,45.00,7.74,5330.57,96
10/18/2005,50.00,7.42,5322.75,96
10/18/2005,55.00,7.15,5330.57,96
10/18/2005,60.00,7.01,5322.75,96
10/18/2005,65.00,6.87,5330.57,96
10/18/2005,70.00,6.78,5330.57,96
10/18/2005,75.00,6.68,5338.38,96
10/18/2005,80.00,6.58,5330.57,96
10/18/2005,85.00,6.46,5338.38,96
10/18/2005,90.00,6.45,5338.38,96
10/18/2005,95.00,6.45,5338.38,96
10/18/2005,100.00,6.45,5338.38,96
10/18/2005,104.00,6.43,5346.19,96
10/31/2005,0.00,15.51,4369.81,93
10/31/2005,2.00,14.99,5369.62,93
10/31/2005,4.00,14.89,5361.81,93
10/31/2005,6.00,14.84,5369.62,93
10/31/2005,8.00,14.81,5361.81,93
10/31/2005,10.00,14.78,5361.81,93
10/31/2005,12.00,14.79,5361.81,93
10/31/2005,14.00,14.79,5361.81,93
10/31/2005,16.00,14.79,5369.62,93
10/31/2005,18.00,14.79,5369.62,93
10/31/2005,20.00,14.81,5369.62,93
10/31/2005,22.00,13.40,5377.43,93
10/31/2005,24.00,11.20,5354.00,93
10/31/2005,26.00,9.79,5346.19,93
10/31/2005,28.00,9.10,5354.00,93
10/31/2005,30.00,8.61,5354.00,93
10/31/2005,35.00,8.15,5361.81,93
10/31/2005,40.00,7.78,5354.00,93
10/31/2005,45.00,7.28,5361.81,93
10/31/2005,50.00,7.15,5369.62,93
10/31/2005,55.00,7.15,5361.81,93
11/21/2005,0.00,12.27,5291.51,93
11/21/2005,2.00,11.91,5314.94,93
11/21/2005,4.00,11.82,5307.13,93
11/21/2005,6.00,11.81,5322.75,93
11/21/2005,8.00,11.82,5322.75,93
11/21/2005,10.00,11.84,5330.57,93
11/21/2005,12.00,11.91,5361.81,93
11/21/2005,14.00,11.91,5354.00,93
11/21/2005,16.00,11.92,5361.81,93
11/21/2005,18.00,11.92,5369.62,93
11/21/2005,20.00,11.94,5377.43,93
11/21/2005,22.00,11.95,5369.62,93
11/21/2005,24.00,11.94,5377.43,93
11/21/2005,26.00,11.92,5377.43,93
11/21/2005,28.00,11.94,5377.43,93
11/21/2005,30.00,11.91,5361.81,93
11/21/2005,35.00,9.43,5361.81,93
11/21/2005,40.00,7.99,5354.00,93
11/21/2005,45.00,7.47,5346.19,93
11/21/2005,50.00,7.27,5354.00,93
11/21/2005,55.00,6.99,5361.81,93
11/22/2005,0.00,12.22,5447.73,96
11/22/2005,2.00,12.11,5439.92,96
11/22/2005,4.00,12.07,5424.30,96
11/22/2005,6.00,12.04,5424.30,96
11/22/2005,8.00,12.04,5432.11,96
11/22/2005,10.00,12.05,5439.92,96
11/22/2005,12.00,12.05,5439.92,96
11/22/2005,14.00,12.07,5424.30,96
11/22/2005,16.00,12.05,5432.11,96
11/22/2005,18.00,12.05,5424.30,96
11/22/2005,20.00,12.05,5424.30,96
11/22/2005,22.00,12.04,5432.11,96
11/22/2005,24.00,12.05,5424.30,96
11/22/2005,26.00,12.05,5416.49,96
11/22/2005,28.00,12.04,5424.30,96
11/22/2005,30.00,11.99,5432.11,96
11/22/2005,35.00,9.04,5369.62,96
11/22/2005,40.00,8.22,5369.62,96
11/22/2005,45.00,7.61,5354.00,96
11/22/2005,50.00,7.33,5354.00,96
11/22/2005,55.00,7.09,5354.00,96
11/22/2005,60.00,6.92,5369.62,96
11/22/2005,65.00,6.81,5369.62,96
11/22/2005,70.00,6.64,5369.62,96
11/22/2005,75.00,6.54,5369.62,96
11/22/2005,80.00,6.45,5369.62,96
11/22/2005,85.00,6.41,5369.62,96
11/22/2005,90.00,6.40,5369.62,96
11/22/2005,95.00,6.41,5369.62,96
11/22/2005,100.00,6.41,5369.62,96
11/22/2005,104.00,6.43,5369.62,96
12/21/2005,1.00,8.71,5518.03,96
12/21/2005,2.00,8.68,5525.84,96
12/21/2005,4.00,8.66,5525.84,96
12/21/2005,6.00,8.65,5525.84,96
12/21/2005,8.00,8.65,5525.84,96
12/21/2005,10.00,8.63,5525.84,96
12/21/2005,12.00,8.63,5510.22,96
12/21/2005,14.00,8.61,5510.22,96
12/21/2005,16.00,8.61,5525.84,96
12/21/2005,18.00,8.61,5518.03,96
12/21/2005,20.00,8.60,5510.22,96
12/21/2005,22.00,8.56,5518.03,96
12/21/2005,24.00,8.56,5510.22,96
12/21/2005,26.00,8.55,5518.03,96
12/21/2005,28.00,8.55,5510.22,96
12/21/2005,30.00,8.53,5518.03,96
12/21/2005,35.00,8.53,5502.41,96
12/21/2005,40.00,8.50,5518.03,96
12/21/2005,45.00,8.51,5518.03,96
12/21/2005,50.00,8.48,5518.03,96
12/21/2005,55.00,8.47,5525.84,96
12/21/2005,60.00,8.43,5525.84,96
12/21/2005,65.00,8.42,5518.03,96
12/21/2005,70.00,8.37,5518.03,96
12/21/2005,75.00,8.25,5510.22,96
12/21/2005,80.00,7.88,5510.22,96
12/21/2005,85.00,7.25,5471.16,96
12/21/2005,90.00,6.99,5478.97,96
12/21/2005,95.00,6.74,5486.79,96
12/21/2005,100.00,6.64,5486.79,96
1/23/2006,2.00,7.21,5440.00,96
1/23/2006,4.00,7.20,5440.00,96
1/23/2006,6.00,7.17,5440.00,96
1/23/2006,8.00,7.16,5440.00,96
1/23/2006,10.00,7.15,5440.00,96
1/23/2006,12.00,7.15,5424.00,96
1/23/2006,14.00,7.15,5424.00,96
1/23/2006,16.00,7.16,5424.00,96
1/23/2006,18.00,7.16,5424.00,96
1/23/2006,20.00,7.15,5424.00,96
1/23/2006,22.00,7.15,5424.00,96
1/23/2006,24.00,7.14,5424.00,96
1/23/2006,26.00,7.14,5424.00,96
1/23/2006,28.00,7.14,5424.00,96
1/23/2006,30.00,7.14,5424.00,96
1/23/2006,35.00,7.14,5424.00,96
1/23/2006,40.00,7.14,5424.00,96
1/23/2006,45.00,7.14,5424.00,96
1/23/2006,50.00,7.15,5424.00,96
1/23/2006,55.00,7.15,5424.00,96
1/23/2006,60.00,7.15,5432.00,96
1/23/2006,65.00,7.14,5432.00,96
1/23/2006,70.00,7.11,5440.00,96
1/23/2006,75.00,7.09,5440.00,96
1/23/2006,80.00,7.05,5440.00,96
1/23/2006,85.00,7.01,5448.00,96
1/23/2006,90.00,6.99,5448.00,96
1/23/2006,95.00,6.86,5448.00,96
1/23/2006,100.00,6.75,5456.00,96
1/23/2006,105.00,6.75,5432.00,96
2/22/2006,2.00,6.75,5401.00,96
2/22/2006,4.00,6.80,5370.00,96
2/22/2006,6.00,6.92,5362.00,96
2/22/2006,8.00,6.91,5362.00,96
2/22/2006,10.00,6.90,5362.00,96
2/22/2006,12.00,6.90,5346.00,96
2/22/2006,14.00,6.90,5338.00,96
2/22/2006,16.00,6.90,5323.00,96
2/22/2006,18.00,6.89,5323.00,96
2/22/2006,20.00,6.89,5323.00,96
2/22/2006,22.00,6.89,5323.00,96
2/22/2006,24.00,6.88,5323.00,96
2/22/2006,26.00,6.88,5323.00,96
2/22/2006,28.00,6.88,5323.00,96
2/22/2006,30.00,6.89,5323.00,96
2/22/2006,35.00,6.88,5323.00,96
2/22/2006,40.00,6.88,5323.00,96
2/22/2006,45.00,6.88,5323.00,96
2/22/2006,50.00,6.88,5323.00,96
2/22/2006,55.00,6.88,5323.00,96
2/22/2006,60.00,6.88,5323.00,96
2/22/2006,65.00,6.88,5323.00,96
2/22/2006,70.00,6.88,5323.00,96
2/22/2006,75.00,6.88,5323.00,96
2/22/2006,80.00,6.88,5331.00,96
2/22/2006,85.00,6.88,5331.00,96
2/22/2006,90.00,6.88,5331.00,96
2/22/2006,95.00,6.88,5331.00,96
2/22/2006,100.00,6.88,5331.00,96
2/22/2006,105.00,6.88,5331.00,96
3/29/2006,2.00,6.49,5284.00,96
3/29/2006,4.00,6.45,5284.00,96
3/29/2006,6.00,6.45,5284.00,96
3/29/2006,8.00,6.45,5292.00,96
3/29/2006,10.00,6.43,5292.00,96
3/29/2006,12.00,6.43,5284.00,96
3/29/2006,14.00,6.43,5292.00,96
3/29/2006,16.00,6.43,5292.00,96
3/29/2006,18.00,6.43,5292.00,96
3/29/2006,20.00,6.43,5292.00,96
3/29/2006,22.00,6.42,5292.00,96
3/29/2006,24.00,6.42,5292.00,96
3/29/2006,26.00,6.39,5292.00,96
3/29/2006,28.00,6.39,5292.00,96
3/29/2006,30.00,6.36,5292.00,96
3/29/2006,35.00,6.34,5307.00,96
3/29/2006,40.00,6.33,5307.00,96
3/29/2006,45.00,6.32,5307.00,96
3/29/2006,50.00,6.29,5315.00,96
3/29/2006,55.00,6.29,5315.00,96
3/29/2006,60.00,6.27,5315.00,96
3/29/2006,65.00,6.24,5315.00,96
3/29/2006,70.00,6.23,5323.00,96
3/29/2006,75.00,6.23,5323.00,96
3/29/2006,80.00,6.22,5323.00,96
3/29/2006,85.00,6.22,5323.00,96
3/29/2006,90.00,6.22,5323.00,96
3/29/2006,95.00,6.23,5323.00,96
3/29/2006,100.00,6.23,5323.00,96
3/29/2006,105.00,6.23,5323.00,96
4/27/2006,2.00,10.02,5213.00,96
4/27/2006,4.00,9.73,5237.00,96
4/27/2006,6.00,9.56,5229.00,96
4/27/2006,8.00,9.37,5245.00,96
4/27/2006,10.00,9.22,5245.00,96
4/27/2006,12.00,9.04,5252.00,96
4/27/2006,14.00,8.92,5252.00,96
4/27/2006,16.00,8.76,5252.00,96
4/27/2006,18.00,7.93,5284.00,96
4/27/2006,20.00,7.67,5276.00,96
4/27/2006,22.00,7.61,5268.00,96
4/27/2006,24.00,7.45,5284.00,96
4/27/2006,26.00,7.39,5284.00,96
4/27/2006,28.00,7.29,5292.00,96
4/27/2006,30.00,7.18,5292.00,96
4/27/2006,35.00,7.06,5292.00,96
4/27/2006,40.00,6.86,5299.00,96
4/27/2006,45.00,6.65,5315.00,96
4/27/2006,50.00,6.60,5315.00,96
4/27/2006,55.00,6.55,5315.00,96
4/27/2006,60.00,6.49,5323.00,96
4/27/2006,65.00,6.44,5323.00,96
4/27/2006,70.00,6.38,5331.00,96
4/27/2006,75.00,6.35,5331.00,96
4/27/2006,80.00,6.34,5331.00,96
